seq_type_mode tones

scale,major 1,3,5,6,8,10,12
scale,minor 1,3,4,6,8,9,11
scale,mixolydian 1,3,5,6,8,10,11

triad-arpeggio,major 1,5,8
triad-arpeggio,minor 1,4,8
triad-arpeggio,mixolydian 1,5,8

sixth-arpeggio,major 1,5,8,10
sixth-arpeggio,minor 1,4,8,10
sixth-arpeggio,mixolydian 1,5,8,10

seventh-arpeggio,major 1,5,8,12
seventh-arpeggio,minor 1,4,8,11
seventh-arpeggio,mixolydian 1,5,8,11
